1,2025-02-10 11:12:13.122000,Daždivé,12.5,2025-02-10 11:42:13.122000,Oblačno
849,2024-11-02 01:00:00.000000,Veterno,4.9,2024-11-02 16:32:00.000000,Zamračené
850,2024-07-02 01:00:00.000000,Letná búrka,22.7,2024-07-02 11:49:00.000000,Sucho
851,2024-02-25 01:00:00.000000,Husté sneženie,-4.9,2024-02-25 09:00:00.000000,Poľadovica
852,2024-11-06 01:00:00.000000,Zamračené,2.4,2024-11-06 15:29:00.000000,Mierne sneženie
853,2024-02-12 01:00:00.000000,Mráz,1.5,2024-02-12 15:09:00.000000,Husté sneženie
854,2024-06-26 01:00:00.000000,Dusno,20,2024-06-26 10:47:00.000000,Letná búrka
855,2024-02-17 01:00:00.000000,Poľadovica,-11.6,2024-02-17 10:09:00.000000,Zamračené
856,2024-03-05 01:00:00.000000,Polooblačno,3.7,2024-03-05 12:10:00.000000,Búrky
857,2024-11-09 01:00:00.000000,Daždivo,1.9,2024-11-09 15:31:00.000000,Veterno
858,2024-06-07 01:00:00.000000,Slnečno,18.9,2024-06-07 14:53:00.000000,Horúčavy
859,2024-02-25 01:00:00.000000,Mráz,-8.1,2024-02-25 12:08:00.000000,Husté sneženie
860,2024-07-11 01:00:00.000000,Letná búrka,34.5,2024-07-11 07:39:00.000000,Sucho
861,2024-03-09 01:00:00.000000,Búrky,19.3,2024-03-09 15:16:00.000000,Hmla
862,2024-09-12 01:00:00.000000,Mierne sneženie,5.8,2024-09-12 10:24:00.000000,Hmla
863,2024-06-09 01:00:00.000000,Horúčavy,19.8,2024-06-09 16:21:00.000000,Dusno
864,2024-06-10 01:00:00.000000,Letná búrka,16.5,2024-06-10 07:25:00.000000,Sucho
865,2024-07-01 01:00:00.000000,Sucho,24.4,2024-07-01 11:29:00.000000,Slnečno
866,2025-01-05 01:00:00.000000,Sneženie,-0.2,2025-01-05 17:29:00.000000,Mráz
867,2024-10-06 01:00:00.000000,Zamračené,13.6,2024-10-06 14:08:00.000000,Mierne sneženie
868,2024-04-13 01:00:00.000000,Polooblačno,13.8,2024-04-13 07:17:00.000000,Búrky
869,2024-07-08 01:00:00.000000,Horúčavy,20.5,2024-07-08 06:53:00.000000,Dusno
870,2024-06-30 01:00:00.000000,Sucho,38.8,2024-06-30 10:18:00.000000,Slnečno
871,2024-06-12 01:00:00.000000,Letná búrka,30,2024-06-12 07:12:00.000000,Sucho
872,2024-06-10 01:00:00.000000,Letná búrka,16,2024-06-10 10:32:00.000000,Sucho
873,2024-09-30 01:00:00.000000,Veterno,7.7,2024-09-30 16:06:00.000000,Zamračené
874,2024-05-12 01:00:00.000000,Dážď,13.4,2024-05-12 12:35:00.000000,Prehánky
875,2024-10-05 01:00:00.000000,Veterno,7.7,2024-10-05 06:07:00.000000,Zamračené
876,2024-07-08 01:00:00.000000,Horúčavy,26.1,2024-07-08 11:27:00.000000,Dusno
877,2024-06-24 01:00:00.000000,Horúčavy,34.2,2024-06-24 14:35:00.000000,Dusno
878,2024-07-09 01:00:00.000000,Letná búrka,33,2024-07-09 12:12:00.000000,Sucho
879,2025-01-11 01:00:00.000000,Poľadovica,-6.4,2025-01-11 13:59:00.000000,Zamračené
880,2024-04-30 01:00:00.000000,Prehánky,2.3,2024-04-30 13:08:00.000000,Polooblačno
881,2024-04-11 01:00:00.000000,Prehánky,13.9,2024-04-11 14:59:00.000000,Polooblačno
882,2024-03-31 01:00:00.000000,Hmla,6,2024-03-31 11:37:00.000000,Dážď
883,2024-09-27 01:00:00.000000,Hmla,14.5,2024-09-27 12:34:00.000000,Daždivo
884,2024-12-29 01:00:00.000000,Zamračené,-3.9,2024-12-29 11:15:00.000000,Sneženie
885,2024-10-10 01:00:00.000000,Daždivo,0.2,2024-10-10 16:25:00.000000,Veterno
886,2024-07-09 01:00:00.000000,Slnečno,15.6,2024-07-09 16:29:00.000000,Horúčavy
887,2024-07-10 01:00:00.000000,Sucho,23.2,2024-07-10 06:21:00.000000,Slnečno
888,2024-03-30 01:00:00.000000,Búrky,7.5,2024-03-30 14:49:00.000000,Hmla
889,2024-12-23 01:00:00.000000,Husté sneženie,-14,2024-12-23 11:27:00.000000,Poľadovica
890,2024-08-23 01:00:00.000000,Slnečno,34.9,2024-08-23 10:40:00.000000,Horúčavy
891,2024-03-27 01:00:00.000000,Búrky,2.1,2024-03-27 12:36:00.000000,Hmla
892,2024-10-30 01:00:00.000000,Veterno,4.1,2024-10-30 10:39:00.000000,Zamračené
893,2024-10-19 01:00:00.000000,Daždivo,11.6,2024-10-19 08:41:00.000000,Veterno
894,2024-11-26 01:00:00.000000,Veterno,5.5,2024-11-26 15:29:00.000000,Zamračené
895,2025-01-27 01:00:00.000000,Mráz,-0.5,2025-01-27 16:19:00.000000,Husté sneženie
896,2024-05-09 01:00:00.000000,Búrky,7.9,2024-05-09 07:27:00.000000,Hmla
897,2024-04-02 01:00:00.000000,Hmla,17.3,2024-04-02 08:45:00.000000,Dážď
898,2024-03-15 01:00:00.000000,Prehánky,14.8,2024-03-15 13:19:00.000000,Polooblačno
899,2024-09-28 01:00:00.000000,Veterno,8,2024-09-28 09:21:00.000000,Zamračené
900,2024-07-14 01:00:00.000000,Dusno,36.7,2024-07-14 07:58:00.000000,Letná búrka
901,2024-11-25 01:00:00.000000,Veterno,2.8,2024-11-25 14:23:00.000000,Zamračené
902,2025-01-21 01:00:00.000000,Poľadovica,-6.6,2025-01-21 11:44:00.000000,Zamračené
903,2024-06-13 01:00:00.000000,Letná búrka,19.2,2024-06-13 14:10:00.000000,Sucho
904,2024-05-09 01:00:00.000000,Búrky,15.4,2024-05-09 08:58:00.000000,Hmla
905,2024-09-02 01:00:00.000000,Zamračené,11.4,2024-09-02 15:38:00.000000,Mierne sneženie
906,2024-02-23 01:00:00.000000,Husté sneženie,-6.9,2024-02-23 13:22:00.000000,Poľadovica
907,2025-01-21 01:00:00.000000,Husté sneženie,-0.5,2025-01-21 16:03:00.000000,Poľadovica
908,2024-06-05 01:00:00.000000,Dusno,23.8,2024-06-05 17:10:00.000000,Letná búrka
909,2024-06-14 01:00:00.000000,Dusno,24.9,2024-06-14 08:06:00.000000,Letná búrka
910,2024-10-12 01:00:00.000000,Zamračené,6.2,2024-10-12 09:24:00.000000,Mierne sneženie
911,2024-03-07 01:00:00.000000,Búrky,13.6,2024-03-07 15:42:00.000000,Hmla
912,2024-09-21 01:00:00.000000,Mierne sneženie,3.9,2024-09-21 16:13:00.000000,Hmla
913,2024-12-25 01:00:00.000000,Zamračené,-7.9,2024-12-25 11:22:00.000000,Sneženie
914,2024-04-24 01:00:00.000000,Búrky,10.4,2024-04-24 16:22:00.000000,Hmla
915,2024-03-07 01:00:00.000000,Búrky,8.3,2024-03-07 10:47:00.000000,Hmla
916,2024-10-20 01:00:00.000000,Daždivo,0.1,2024-10-20 07:59:00.000000,Veterno
917,2024-03-29 01:00:00.000000,Prehánky,15.2,2024-03-29 11:51:00.000000,Polooblačno
918,2024-10-12 01:00:00.000000,Daždivo,8.3,2024-10-12 17:50:00.000000,Veterno
919,2024-04-23 01:00:00.000000,Prehánky,6.4,2024-04-23 10:04:00.000000,Polooblačno
920,2025-01-26 01:00:00.000000,Sneženie,4.3,2025-01-26 14:17:00.000000,Mráz
921,2024-09-20 01:00:00.000000,Veterno,14.6,2024-09-20 12:20:00.000000,Zamračené
922,2024-11-27 01:00:00.000000,Zamračené,13.1,2024-11-27 13:46:00.000000,Mierne sneženie
923,2024-09-01 01:00:00.000000,Veterno,2.9,2024-09-01 07:12:00.000000,Zamračené
924,2024-09-10 01:00:00.000000,Zamračené,5.7,2024-09-10 08:28:00.000000,Mierne sneženie
925,2024-12-17 01:00:00.000000,Mráz,3.4,2024-12-17 14:14:00.000000,Husté sneženie
926,2024-08-30 01:00:00.000000,Horúčavy,21.6,2024-08-30 16:19:00.000000,Dusno
927,2025-01-05 01:00:00.000000,Mráz,-4.1,2025-01-05 09:27:00.000000,Husté sneženie
928,2025-02-06 01:00:00.000000,Mráz,-6.9,2025-02-06 06:02:00.000000,Husté sneženie
929,2024-06-02 01:00:00.000000,Dusno,26.6,2024-06-02 16:55:00.000000,Letná búrka
930,2024-06-14 01:00:00.000000,Sucho,32.7,2024-06-14 07:46:00.000000,Slnečno
931,2024-09-29 01:00:00.000000,Veterno,0.9,2024-09-29 16:28:00.000000,Zamračené
932,2024-05-30 01:00:00.000000,Búrky,1.1,2024-05-30 11:36:00.000000,Hmla
933,2024-04-28 01:00:00.000000,Polooblačno,14.7,2024-04-28 06:07:00.000000,Búrky
934,2024-02-21 01:00:00.000000,Zamračené,1.2,2024-02-21 12:43:00.000000,Sneženie
935,2024-03-07 01:00:00.000000,Dážď,8.6,2024-03-07 06:14:00.000000,Prehánky
936,2024-07-10 01:00:00.000000,Horúčavy,39.9,2024-07-10 16:48:00.000000,Dusno
937,2024-08-18 01:00:00.000000,Horúčavy,25.9,2024-08-18 06:54:00.000000,Dusno
938,2024-03-15 01:00:00.000000,Prehánky,2.9,2024-03-15 07:49:00.000000,Polooblačno
939,2024-11-18 01:00:00.000000,Mierne sneženie,10.5,2024-11-18 10:48:00.000000,Hmla
940,2024-09-18 01:00:00.000000,Zamračené,2.1,2024-09-18 06:15:00.000000,Mierne sneženie
941,2024-11-07 01:00:00.000000,Daždivo,13.8,2024-11-07 16:29:00.000000,Veterno
942,2024-02-12 01:00:00.000000,Poľadovica,-13.5,2024-02-12 07:16:00.000000,Zamračené
943,2024-12-23 01:00:00.000000,Zamračené,-7.5,2024-12-23 07:10:00.000000,Sneženie
944,2024-07-06 01:00:00.000000,Dusno,34.5,2024-07-06 08:17:00.000000,Letná búrka
945,2025-02-05 01:00:00.000000,Mráz,-11.9,2025-02-05 12:56:00.000000,Husté sneženie
946,2024-06-04 01:00:00.000000,Horúčavy,36.4,2024-06-04 15:57:00.000000,Dusno
947,2024-04-09 01:00:00.000000,Polooblačno,16.4,2024-04-09 11:23:00.000000,Búrky
948,2024-10-24 01:00:00.000000,Hmla,0.7,2024-10-24 09:07:00.000000,Daždivo
949,2024-07-18 01:00:00.000000,Letná búrka,33.1,2024-07-18 10:18:00.000000,Sucho
950,2024-11-17 01:00:00.000000,Zamračené,7.5,2024-11-17 12:30:00.000000,Mierne sneženie
951,2024-03-07 01:00:00.000000,Polooblačno,1.3,2024-03-07 10:00:00.000000,Búrky
952,2025-01-01 01:00:00.000000,Mráz,-2.4,2025-01-01 12:34:00.000000,Husté sneženie
953,2024-05-18 01:00:00.000000,Prehánky,8.8,2024-05-18 15:25:00.000000,Polooblačno
954,2024-08-02 01:00:00.000000,Dusno,17.2,2024-08-02 16:42:00.000000,Letná búrka
955,2025-01-20 01:00:00.000000,Mráz,0.4,2025-01-20 13:58:00.000000,Husté sneženie
956,2024-10-31 01:00:00.000000,Veterno,12.3,2024-10-31 06:30:00.000000,Zamračené
957,2024-11-03 01:00:00.000000,Veterno,10.8,2024-11-03 14:09:00.000000,Zamračené
958,2025-01-27 01:00:00.000000,Poľadovica,-4.1,2025-01-27 11:24:00.000000,Zamračené
959,2024-08-12 01:00:00.000000,Dusno,19.7,2024-08-12 14:44:00.000000,Letná búrka
960,2024-11-30 01:00:00.000000,Zamračené,11.1,2024-11-30 13:40:00.000000,Mierne sneženie
961,2024-05-07 01:00:00.000000,Hmla,4.4,2024-05-07 10:15:00.000000,Dážď
962,2024-10-13 01:00:00.000000,Zamračené,6.4,2024-10-13 06:57:00.000000,Mierne sneženie
963,2024-06-06 01:00:00.000000,Horúčavy,23.6,2024-06-06 16:03:00.000000,Dusno
964,2024-05-02 01:00:00.000000,Dážď,1.5,2024-05-02 07:16:00.000000,Prehánky
965,2024-03-01 01:00:00.000000,Prehánky,19.4,2024-03-01 09:30:00.000000,Polooblačno
966,2024-09-18 01:00:00.000000,Zamračené,7.5,2024-09-18 06:18:00.000000,Mierne sneženie
967,2024-02-21 01:00:00.000000,Poľadovica,-14.7,2024-02-21 14:59:00.000000,Zamračené
968,2024-03-11 01:00:00.000000,Búrky,12.5,2024-03-11 06:03:00.000000,Hmla
969,2024-11-21 01:00:00.000000,Daždivo,2.9,2024-11-21 06:46:00.000000,Veterno
970,2024-11-02 01:00:00.000000,Daždivo,3.1,2024-11-02 10:37:00.000000,Veterno
971,2024-06-23 01:00:00.000000,Horúčavy,38.9,2024-06-23 14:04:00.000000,Dusno
972,2024-06-10 01:00:00.000000,Dusno,30.2,2024-06-10 08:24:00.000000,Letná búrka
973,2024-10-13 01:00:00.000000,Mierne sneženie,0.7,2024-10-13 08:24:00.000000,Hmla
974,2024-11-08 01:00:00.000000,Veterno,12.2,2024-11-08 06:56:00.000000,Zamračené
975,2024-10-20 01:00:00.000000,Hmla,12.9,2024-10-20 06:13:00.000000,Daždivo
976,2024-03-14 01:00:00.000000,Búrky,12,2024-03-14 12:31:00.000000,Hmla
977,2024-12-05 01:00:00.000000,Zamračené,-8,2024-12-05 11:02:00.000000,Sneženie
978,2024-06-14 01:00:00.000000,Sucho,36.7,2024-06-14 17:56:00.000000,Slnečno
979,2024-05-31 01:00:00.000000,Polooblačno,8.3,2024-05-31 11:09:00.000000,Búrky
980,2024-05-08 01:00:00.000000,Búrky,10.2,2024-05-08 06:12:00.000000,Hmla
981,2024-03-22 01:00:00.000000,Polooblačno,1,2024-03-22 07:32:00.000000,Búrky
982,2024-10-14 01:00:00.000000,Veterno,0.1,2024-10-14 08:38:00.000000,Zamračené
983,2025-01-05 01:00:00.000000,Poľadovica,-8.9,2025-01-05 11:18:00.000000,Zamračené
984,2024-11-01 01:00:00.000000,Veterno,11.1,2024-11-01 08:05:00.000000,Zamračené
985,2025-01-18 01:00:00.000000,Zamračené,4,2025-01-18 11:54:00.000000,Sneženie
986,2024-12-04 01:00:00.000000,Poľadovica,-3.4,2024-12-04 06:12:00.000000,Zamračené
987,2024-10-09 01:00:00.000000,Daždivo,6.5,2024-10-09 15:22:00.000000,Veterno
988,2024-06-08 01:00:00.000000,Horúčavy,34.2,2024-06-08 16:54:00.000000,Dusno
989,2024-10-18 01:00:00.000000,Daždivo,1,2024-10-18 15:28:00.000000,Veterno
990,2024-09-02 01:00:00.000000,Daždivo,3.8,2024-09-02 17:02:00.000000,Veterno
991,2024-08-12 01:00:00.000000,Horúčavy,35.7,2024-08-12 14:00:00.000000,Dusno
992,2024-09-27 01:00:00.000000,Zamračené,1.6,2024-09-27 10:46:00.000000,Mierne sneženie
993,2024-11-27 01:00:00.000000,Daždivo,8.5,2024-11-27 10:12:00.000000,Veterno
994,2024-05-09 01:00:00.000000,Prehánky,3.4,2024-05-09 11:13:00.000000,Polooblačno
995,2024-06-25 01:00:00.000000,Dusno,26.8,2024-06-25 14:42:00.000000,Letná búrka
996,2024-02-22 01:00:00.000000,Mráz,0.3,2024-02-22 15:45:00.000000,Husté sneženie
997,2024-11-06 01:00:00.000000,Daždivo,11.3,2024-11-06 12:07:00.000000,Veterno
998,2024-02-19 01:00:00.000000,Mráz,3.6,2024-02-19 17:23:00.000000,Husté sneženie
999,2024-06-25 01:00:00.000000,Horúčavy,16,2024-06-25 14:25:00.000000,Dusno
1000,2024-03-24 01:00:00.000000,Prehánky,15.8,2024-03-24 16:38:00.000000,Polooblačno
1001,2024-12-31 01:00:00.000000,Zamračené,-12,2024-12-31 16:33:00.000000,Sneženie
1002,2024-04-12 01:00:00.000000,Polooblačno,3,2024-04-12 13:19:00.000000,Búrky
1003,2024-08-27 01:00:00.000000,Horúčavy,18.3,2024-08-27 16:27:00.000000,Dusno
1004,2024-06-08 01:00:00.000000,Horúčavy,20.2,2024-06-08 11:17:00.000000,Dusno
1005,2024-11-12 01:00:00.000000,Veterno,2.6,2024-11-12 17:20:00.000000,Zamračené
1006,2024-03-30 01:00:00.000000,Dážď,12.2,2024-03-30 13:23:00.000000,Prehánky
1007,2024-09-29 01:00:00.000000,Daždivo,5.7,2024-09-29 12:37:00.000000,Veterno
1008,2024-03-30 01:00:00.000000,Polooblačno,14.5,2024-03-30 09:18:00.000000,Búrky
1009,2024-07-31 01:00:00.000000,Dusno,38.8,2024-07-31 06:46:00.000000,Letná búrka
1010,2024-12-28 01:00:00.000000,Mráz,-10.8,2024-12-28 11:20:00.000000,Husté sneženie
1011,2024-09-17 01:00:00.000000,Zamračené,8.8,2024-09-17 15:28:00.000000,Mierne sneženie
1012,2024-02-23 01:00:00.000000,Husté sneženie,-11.9,2024-02-23 06:01:00.000000,Poľadovica
1013,2024-04-26 01:00:00.000000,Búrky,19.2,2024-04-26 07:23:00.000000,Hmla
1014,2024-10-06 01:00:00.000000,Veterno,6.1,2024-10-06 17:00:00.000000,Zamračené
1015,2024-11-30 01:00:00.000000,Veterno,10.4,2024-11-30 10:21:00.000000,Zamračené
1016,2024-05-18 01:00:00.000000,Polooblačno,5.1,2024-05-18 10:21:00.000000,Búrky
1017,2024-03-02 01:00:00.000000,Prehánky,12.8,2024-03-02 17:57:00.000000,Polooblačno
1018,2025-02-01 01:00:00.000000,Husté sneženie,-5.2,2025-02-01 14:07:00.000000,Poľadovica
1019,2024-04-10 01:00:00.000000,Hmla,0.9,2024-04-10 10:15:00.000000,Dážď
1020,2024-07-09 01:00:00.000000,Horúčavy,33.3,2024-07-09 09:14:00.000000,Dusno
1021,2024-12-08 01:00:00.000000,Poľadovica,-5.3,2024-12-08 11:54:00.000000,Zamračené
1022,2024-07-04 01:00:00.000000,Letná búrka,31.8,2024-07-04 15:50:00.000000,Sucho
1023,2025-01-03 01:00:00.000000,Poľadovica,0.1,2025-01-03 12:50:00.000000,Zamračené
1024,2024-09-16 01:00:00.000000,Veterno,13,2024-09-16 13:07:00.000000,Zamračené
1025,2024-03-11 01:00:00.000000,Búrky,7.8,2024-03-11 11:57:00.000000,Hmla
1026,2024-03-21 01:00:00.000000,Prehánky,0.8,2024-03-21 17:47:00.000000,Polooblačno
1027,2024-06-14 01:00:00.000000,Letná búrka,36.4,2024-06-14 09:52:00.000000,Sucho
1028,2024-07-29 01:00:00.000000,Sucho,32.3,2024-07-29 16:15:00.000000,Slnečno
1029,2024-11-04 01:00:00.000000,Hmla,13.6,2024-11-04 06:51:00.000000,Daždivo
1030,2024-02-27 01:00:00.000000,Husté sneženie,0.2,2024-02-27 14:43:00.000000,Poľadovica
1031,2024-04-10 01:00:00.000000,Búrky,18.6,2024-04-10 15:30:00.000000,Hmla
1032,2024-07-24 01:00:00.000000,Dusno,30.7,2024-07-24 13:03:00.000000,Letná búrka
1033,2024-10-07 01:00:00.000000,Zamračené,7.9,2024-10-07 09:25:00.000000,Mierne sneženie
1034,2024-06-18 01:00:00.000000,Slnečno,20.1,2024-06-18 09:20:00.000000,Horúčavy
1035,2024-06-09 01:00:00.000000,Dusno,38.2,2024-06-09 10:36:00.000000,Letná búrka
1036,2024-12-23 01:00:00.000000,Husté sneženie,-7.7,2024-12-23 10:59:00.000000,Poľadovica
1037,2024-02-20 01:00:00.000000,Husté sneženie,4.2,2024-02-20 09:41:00.000000,Poľadovica
1038,2024-03-01 01:00:00.000000,Hmla,12.6,2024-03-01 09:04:00.000000,Dážď
1039,2025-01-04 01:00:00.000000,Mráz,4.9,2025-01-04 17:09:00.000000,Husté sneženie
1040,2024-11-23 01:00:00.000000,Hmla,6,2024-11-23 14:58:00.000000,Daždivo
1041,2024-08-04 01:00:00.000000,Horúčavy,31.3,2024-08-04 10:01:00.000000,Dusno
1042,2024-08-18 01:00:00.000000,Dusno,17.5,2024-08-18 17:58:00.000000,Letná búrka
1043,2024-09-25 01:00:00.000000,Veterno,7.6,2024-09-25 17:39:00.000000,Zamračené
1044,2024-06-28 01:00:00.000000,Sucho,23,2024-06-28 10:31:00.000000,Slnečno
1045,2024-05-19 01:00:00.000000,Polooblačno,19.2,2024-05-19 08:23:00.000000,Búrky
1046,2024-08-05 01:00:00.000000,Horúčavy,34.6,2024-08-05 14:52:00.000000,Dusno
1047,2024-09-26 01:00:00.000000,Mierne sneženie,11.6,2024-09-26 13:45:00.000000,Hmla
1048,2025-01-20 01:00:00.000000,Mráz,-3.9,2025-01-20 06:11:00.000000,Husté sneženie
1049,2024-06-07 01:00:00.000000,Slnečno,36.9,2024-06-07 15:05:00.000000,Horúčavy
1050,2024-08-14 01:00:00.000000,Letná búrka,22,2024-08-14 08:11:00.000000,Sucho
1051,2024-06-03 01:00:00.000000,Letná búrka,38.6,2024-06-03 08:01:00.000000,Sucho
1052,2024-03-04 01:00:00.000000,Prehánky,2.8,2024-03-04 13:30:00.000000,Polooblačno
1053,2025-01-07 01:00:00.000000,Mráz,-14.5,2025-01-07 08:04:00.000000,Husté sneženie
1054,2024-11-08 01:00:00.000000,Zamračené,14.5,2024-11-08 14:45:00.000000,Mierne sneženie
1055,2024-07-28 01:00:00.000000,Letná búrka,39.1,2024-07-28 06:08:00.000000,Sucho
1056,2024-02-14 01:00:00.000000,Sneženie,-5.9,2024-02-14 14:49:00.000000,Mráz
1057,2024-07-12 01:00:00.000000,Dusno,40,2024-07-12 09:17:00.000000,Letná búrka
1058,2024-08-01 01:00:00.000000,Letná búrka,24.4,2024-08-01 15:12:00.000000,Sucho
1059,2024-07-16 01:00:00.000000,Dusno,25.3,2024-07-16 17:12:00.000000,Letná búrka
1060,2024-03-21 01:00:00.000000,Hmla,7.3,2024-03-21 13:54:00.000000,Dážď
1061,2024-12-09 01:00:00.000000,Husté sneženie,-8,2024-12-09 16:38:00.000000,Poľadovica
1062,2024-10-05 01:00:00.000000,Mierne sneženie,6.1,2024-10-05 14:04:00.000000,Hmla
1063,2024-08-28 01:00:00.000000,Letná búrka,35.5,2024-08-28 14:56:00.000000,Sucho
1064,2024-06-18 01:00:00.000000,Sucho,26.2,2024-06-18 06:30:00.000000,Slnečno
1065,2024-09-29 01:00:00.000000,Zamračené,11.3,2024-09-29 06:26:00.000000,Mierne sneženie
1066,2024-10-31 01:00:00.000000,Mierne sneženie,0.3,2024-10-31 13:01:00.000000,Hmla
1067,2025-01-28 01:00:00.000000,Zamračené,-10,2025-01-28 13:05:00.000000,Sneženie
1068,2024-05-16 01:00:00.000000,Polooblačno,13.9,2024-05-16 13:28:00.000000,Búrky
1069,2024-10-06 01:00:00.000000,Zamračené,1.7,2024-10-06 12:24:00.000000,Mierne sneženie
1070,2025-01-18 01:00:00.000000,Sneženie,-7.1,2025-01-18 11:56:00.000000,Mráz
1071,2024-11-20 01:00:00.000000,Veterno,0.6,2024-11-20 12:50:00.000000,Zamračené
1072,2024-09-05 01:00:00.000000,Zamračené,1.6,2024-09-05 07:02:00.000000,Mierne sneženie
1073,2024-02-13 01:00:00.000000,Zamračené,-12.8,2024-02-13 11:10:00.000000,Sneženie
1074,2024-05-23 01:00:00.000000,Prehánky,8.2,2024-05-23 14:26:00.000000,Polooblačno
1075,2024-10-14 01:00:00.000000,Daždivo,4.7,2024-10-14 07:02:00.000000,Veterno
1076,2024-10-19 01:00:00.000000,Mierne sneženie,7.4,2024-10-19 11:08:00.000000,Hmla
1077,2024-08-27 01:00:00.000000,Horúčavy,36.6,2024-08-27 15:00:00.000000,Dusno
1078,2024-05-15 01:00:00.000000,Búrky,7.7,2024-05-15 09:01:00.000000,Hmla
1079,2024-11-28 01:00:00.000000,Zamračené,2.2,2024-11-28 07:31:00.000000,Mierne sneženie
1080,2025-01-24 01:00:00.000000,Husté sneženie,-11.4,2025-01-24 12:52:00.000000,Poľadovica
1081,2024-12-23 01:00:00.000000,Poľadovica,-3.4,2024-12-23 17:44:00.000000,Zamračené
1082,2024-03-27 01:00:00.000000,Hmla,15.8,2024-03-27 07:48:00.000000,Dážď
1083,2024-12-31 01:00:00.000000,Mráz,-2.3,2024-12-31 06:00:00.000000,Husté sneženie
1084,2024-12-26 01:00:00.000000,Mráz,-10.4,2024-12-26 11:21:00.000000,Husté sneženie
1085,2024-09-17 01:00:00.000000,Hmla,13.8,2024-09-17 08:46:00.000000,Daždivo
1086,2024-05-08 01:00:00.000000,Búrky,18.1,2024-05-08 07:40:00.000000,Hmla
1087,2024-10-04 01:00:00.000000,Veterno,10.9,2024-10-04 14:24:00.000000,Zamračené
1088,2024-09-15 01:00:00.000000,Veterno,6.6,2024-09-15 14:48:00.000000,Zamračené
1089,2025-01-15 01:00:00.000000,Husté sneženie,-12,2025-01-15 13:57:00.000000,Poľadovica
1090,2024-04-07 01:00:00.000000,Búrky,17.7,2024-04-07 10:42:00.000000,Hmla
1091,2024-04-14 01:00:00.000000,Prehánky,16.8,2024-04-14 16:54:00.000000,Polooblačno
1092,2024-03-03 01:00:00.000000,Hmla,1.3,2024-03-03 13:43:00.000000,Dážď
1093,2024-12-24 01:00:00.000000,Husté sneženie,-3,2024-12-24 08:21:00.000000,Poľadovica
1094,2024-10-20 01:00:00.000000,Veterno,10.6,2024-10-20 12:48:00.000000,Zamračené
1095,2024-12-24 01:00:00.000000,Husté sneženie,-12.4,2024-12-24 15:00:00.000000,Poľadovica
1096,2024-05-08 01:00:00.000000,Hmla,9.1,2024-05-08 07:12:00.000000,Dážď
1097,2024-12-06 01:00:00.000000,Poľadovica,-14,2024-12-06 08:27:00.000000,Zamračené
1098,2024-09-14 01:00:00.000000,Daždivo,10.3,2024-09-14 17:32:00.000000,Veterno
1099,2024-04-26 01:00:00.000000,Búrky,18.6,2024-04-26 13:56:00.000000,Hmla
1100,2025-01-12 01:00:00.000000,Mráz,-13.6,2025-01-12 06:50:00.000000,Husté sneženie
1101,2025-01-21 01:00:00.000000,Sneženie,3.6,2025-01-21 14:17:00.000000,Mráz
1102,2025-01-02 01:00:00.000000,Mráz,-2.2,2025-01-02 16:08:00.000000,Husté sneženie
1103,2024-10-24 01:00:00.000000,Hmla,5.9,2024-10-24 14:42:00.000000,Daždivo
1104,2024-10-02 01:00:00.000000,Mierne sneženie,10.3,2024-10-02 17:32:00.000000,Hmla
1105,2025-01-19 01:00:00.000000,Sneženie,-4.9,2025-01-19 08:53:00.000000,Mráz
1106,2024-11-03 01:00:00.000000,Daždivo,13.5,2024-11-03 10:59:00.000000,Veterno
1107,2024-06-17 01:00:00.000000,Sucho,28.3,2024-06-17 13:16:00.000000,Slnečno
1108,2024-07-24 01:00:00.000000,Horúčavy,24.9,2024-07-24 06:21:00.000000,Dusno
1109,2024-02-22 01:00:00.000000,Mráz,-7.1,2024-02-22 11:40:00.000000,Husté sneženie
1110,2024-10-05 01:00:00.000000,Veterno,9.1,2024-10-05 17:47:00.000000,Zamračené
1111,2024-11-22 01:00:00.000000,Zamračené,0.4,2024-11-22 16:38:00.000000,Mierne sneženie
1112,2024-12-23 01:00:00.000000,Poľadovica,1.2,2024-12-23 07:22:00.000000,Zamračené
1113,2024-09-21 01:00:00.000000,Mierne sneženie,14.4,2024-09-21 11:11:00.000000,Hmla
1114,2024-11-03 01:00:00.000000,Veterno,2,2024-11-03 17:06:00.000000,Zamračené
1115,2024-09-02 01:00:00.000000,Zamračené,12.1,2024-09-02 10:45:00.000000,Mierne sneženie
1116,2025-01-17 01:00:00.000000,Husté sneženie,-5.1,2025-01-17 14:32:00.000000,Poľadovica
1117,2024-02-29 01:00:00.000000,Sneženie,-12.3,2024-02-29 11:12:00.000000,Mráz
1118,2024-05-16 01:00:00.000000,Polooblačno,3.4,2024-05-16 13:25:00.000000,Búrky
1119,2025-01-31 01:00:00.000000,Mráz,2.5,2025-01-31 10:25:00.000000,Husté sneženie
1120,2025-01-23 01:00:00.000000,Poľadovica,-2.4,2025-01-23 09:50:00.000000,Zamračené
1121,2024-02-20 01:00:00.000000,Sneženie,-1.5,2024-02-20 13:11:00.000000,Mráz
1122,2024-05-21 01:00:00.000000,Polooblačno,7.7,2024-05-21 17:34:00.000000,Búrky
1123,2025-01-20 01:00:00.000000,Poľadovica,-12.5,2025-01-20 07:45:00.000000,Zamračené
